player,tournament,date,season,n_rounds,sg_putt,sg_total
Curtis Luck,The RSM Classic,2018-11-18,2019,2,-1.02,-0.12
Carlos Ortiz,The RSM Classic,2018-11-18,2019,2,0.62,1.14
C.T. Pan,The RSM Classic,2018-11-18,2019,2,-0.25,0.14
Chris Thompson,The RSM Classic,2018-11-18,2019,2,0.41,-0.12
Cameron Tringale,The RSM Classic,2018-11-18,2019,2,-4.77,-7.86
Chase Wright,The RSM Classic,2018-11-18,2019,4,1.87,1.41
Dominic Bozzelli,The RSM Classic,2018-11-18,2019,4,1.83,1.16
Derek Fathauer,The RSM Classic,2018-11-18,2019,4,-0.52,0.5
David Hearn,The RSM Classic,2018-11-18,2019,4,0.21,0.83
David Lingmerth,The RSM Classic,2018-11-18,2019,2,0.43,-0.86
Davis Love III,The RSM Classic,2018-11-18,2019,4,-0.41,-1.59
Denny McCarthy,The RSM Classic,2018-11-18,2019,4,1.37,1.41
D.A. Points,The RSM Classic,2018-11-18,2019,4,0.34,-1.5
Eric Axley,The RSM Classic,2018-11-18,2019,2,-5.14,-8.12
Ernie Els,The RSM Classic,2018-11-18,2019,4,0.26,0.74
Fabian Gomez,The RSM Classic,2018-11-18,2019,4,-0.72,0.74
Freddie Jacobson,The RSM Classic,2018-11-18,2019,2,0.59,-1.86
Graeme McDowell,The RSM Classic,2018-11-18,2019,4,1.57,1.83
Harris English,The RSM Classic,2018-11-18,2019,4,0.47,0.83
Hank Lebioda,The RSM Classic,2018-11-18,2019,4,-0.43,0.74
Hunter Mahan,The RSM Classic,2018-11-18,2019,4,2.15,1.16
Henrik Norlander,The RSM Classic,2018-11-18,2019,4,-0.03,-0.84
Hudson Swafford,The RSM Classic,2018-11-18,2019,4,-0.55,-2.17
Harold Varner III,The RSM Classic,2018-11-18,2019,4,0.26,1.83
Jonas Blixt,The RSM Classic,2018-11-18,2019,2,-2.69,-0.86
Jonathan Byrd,The RSM Classic,2018-11-18,2019,4,0.06,2.08
John Chin,The RSM Classic,2018-11-18,2019,2,-0.2,-2.12
Joel Dahmen,The RSM Classic,2018-11-18,2019,4,-0.44,0.74
Jason Dufner,The RSM Classic,2018-11-18,2019,2,0.01,-1.12
Julian Etulain,The RSM Classic,2018-11-18,2019,2,0.94,-1.12
Jim Furyk,The RSM Classic,2018-11-18,2019,2,-0.79,1.14
Joey Garber,The RSM Classic,2018-11-18,2019,2,-0.45,1.14
J.J. Henry,The RSM Classic,2018-11-18,2019,2,-0.76,-0.12
Jim Herman,The RSM Classic,2018-11-18,2019,2,-3.85,-4.12
John Huh,The RSM Classic,2018-11-18,2019,2,2.3,1.14
Jim Knous,The RSM Classic,2018-11-18,2019,2,-1.48,-3.86
Jamie Lovemark,The RSM Classic,2018-11-18,2019,4,0.98,-0.5
Joaquin Niemann,The RSM Classic,2018-11-18,2019,4,-0.42,0.41
J.T. Poston,The RSM Classic,2018-11-18,2019,2,-2.55,-2.86
Ted Potter Jr.,The RSM Classic,2018-11-18,2019,4,0.81,-0.26
Jose de Jesus Rodriguez,The RSM Classic,2018-11-18,2019,2,1.56,0.14
J.J. Spaun,The RSM Classic,2018-11-18,2019,4,-0.71,-0.59
Josh Teater,The RSM Classic,2018-11-18,2019,2,-0.94,-3.12
Johnson Wagner,The RSM Classic,2018-11-18,2019,4,0.21,-0.5
Kramer Hickok,The RSM Classic,2018-11-18,2019,2,-2.56,-2.86
Kyle Jones,The RSM Classic,2018-11-18,2019,4,0.36,1.74
Kevin Kisner,The RSM Classic,2018-11-18,2019,4,0.9,2.41
Kelly Kraft,The RSM Classic,2018-11-18,2019,2,0.25,-1.86
Kyoung-Hoon Lee,The RSM Classic,2018-11-18,2019,2,3.01,2.88
Keith Mitchell,The RSM Classic,2018-11-18,2019,2,1.09,2.14
Kevin Streelman,The RSM Classic,2018-11-18,2019,2,-4.43,-4.12
Lucas Glover,The RSM Classic,2018-11-18,2019,4,-0.03,1.5
Lee Hodges,The RSM Classic,2018-11-18,2019,4,0.03,-0.17
Luke List,The RSM Classic,2018-11-18,2019,4,1.05,2.74
Matt Every,The RSM Classic,2018-11-18,2019,4,0.51,1.83
Max Homa,The RSM Classic,2018-11-18,2019,2,-0.13,-2.12
Mackenzie Hughes,The RSM Classic,2018-11-18,2019,2,-4.19,-10.12
Matt Jones,The RSM Classic,2018-11-18,2019,2,-0.28,2.14
Michael Kim,The RSM Classic,2018-11-18,2019,2,-2.38,-7.12
Martin Piller,The RSM Classic,2018-11-18,2019,4,1.31,0.5
Michael Thompson,The RSM Classic,2018-11-18,2019,2,1.16,1.88
Martin Trainer,The RSM Classic,2018-11-18,2019,2,1,0.14
Nate Lashley,The RSM Classic,2018-11-18,2019,4,-0.03,-0.26
Nick Watney,The RSM Classic,2018-11-18,2019,4,-1.28,-0.17
Ollie Schniederjans,The RSM Classic,2018-11-18,2019,4,-0.41,-1.26
Padraig Harrington,The RSM Classic,2018-11-18,2019,2,-0.51,3.88
Patton Kizzire,The RSM Classic,2018-11-18,2019,4,0.73,1.08
Peter Malnati,The RSM Classic,2018-11-18,2019,2,-2.67,-1.86
Patrick Rodgers,The RSM Classic,2018-11-18,2019,4,2.94,4.16
Peter Uihlein,The RSM Classic,2018-11-18,2019,4,1.63,3.16
Ryan Armour,The RSM Classic,2018-11-18,2019,4,-0.03,0.83
Ricky Barnes,The RSM Classic,2018-11-18,2019,2,-1.21,-2.12
Ryan Blaum,The RSM Classic,2018-11-18,2019,4,1.89,2.74
Roberto Castro,The RSM Classic,2018-11-18,2019,4,-0.45,0.08
Robert Garrigus,The RSM Classic,2018-11-18,2019,2,-0.06,-3.86
Retief Goosen,The RSM Classic,2018-11-18,2019,2,0.06,-2.12
Russell Henley,The RSM Classic,2018-11-18,2019,2,-0.04,0.14
Roger Sloan,The RSM Classic,2018-11-18,2019,4,0.53,-0.59
Robert Streb,The RSM Classic,2018-11-18,2019,4,0.65,0.5
Richy Werenski,The RSM Classic,2018-11-18,2019,4,0.03,1.83
Stuart Appleby,The RSM Classic,2018-11-18,2019,4,1.41,0.83
Sang-Moon Bae,The RSM Classic,2018-11-18,2019,4,0.13,0.16
Scott Brown,The RSM Classic,2018-11-18,2019,4,0.66,0.74
Sam Burns,The RSM Classic,2018-11-18,2019,4,-0.78,0.16
Stewart Cink,The RSM Classic,2018-11-18,2019,2,0.35,0.88
Sungjae Im,The RSM Classic,2018-11-18,2019,4,-0.81,0.08
Stephan Jaeger,The RSM Classic,2018-11-18,2019,2,0.24,-0.86
Sung Kang,The RSM Classic,2018-11-18,2019,2,-3.26,-5.12
Scott Langley,The RSM Classic,2018-11-18,2019,4,1.43,1.41
Sebastian Munoz,The RSM Classic,2018-11-18,2019,2,-1.43,-0.12
Sean O'Hair,The RSM Classic,2018-11-18,2019,4,-1.59,-0.84
Seamus Power,The RSM Classic,2018-11-18,2019,2,1.02,-1.12
Seth Reeves,The RSM Classic,2018-11-18,2019,4,-1.26,-1.5
Sam Ryder,The RSM Classic,2018-11-18,2019,2,0.96,1.88
Sam Saunders,The RSM Classic,2018-11-18,2019,4,-1.31,-0.59
Scott Stallings,The RSM Classic,2018-11-18,2019,2,-3.44,-4.86
Shawn Stefani,The RSM Classic,2018-11-18,2019,2,2.3,1.14
Sepp Straka,The RSM Classic,2018-11-18,2019,2,-0.03,-1.86
Tyler Duncan,The RSM Classic,2018-11-18,2019,4,-2.09,-1.92
Tommy Gainey,The RSM Classic,2018-11-18,2019,2,-1.48,-4.86
Talor Gooch,The RSM Classic,2018-11-18,2019,2,-0.39,1.88
Tim Herron,The RSM Classic,2018-11-18,2019,2,0.04,0.14
Tom Hoge,The RSM Classic,2018-11-18,2019,4,0.29,1.08
Tom Lovelady,The RSM Classic,2018-11-18,2019,2,-1.98,-1.12
Troy Merritt,The RSM Classic,2018-11-18,2019,4,0.44,1.16
Trey Mullinax,The RSM Classic,2018-11-18,2019,4,-0.72,-0.59
Tyrone Van Aswegen,The RSM Classic,2018-11-18,2019,2,-0.78,-1.12
Vaughn Taylor,The RSM Classic,2018-11-18,2019,2,-1.9,-1.86
Wesley Bryan,The RSM Classic,2018-11-18,2019,1,-1.5,-6.86
Wyndham Clark,The RSM Classic,2018-11-18,2019,4,-0.41,-1.5
Whee Kim,The RSM Classic,2018-11-18,2019,2,-0.79,-5.12
Will MacKenzie,The RSM Classic,2018-11-18,2019,2,-0.56,-1.86
Wes Roach,The RSM Classic,2018-11-18,2019,2,-2.92,-1.86
Webb Simpson,The RSM Classic,2018-11-18,2019,4,0.98,3.16
Zach Johnson,The RSM Classic,2018-11-18,2019,4,1.12,1.5
Abraham Ancer,Sony Open in Hawaii,2018-11-14,2018,2,-1.55,-2.28
Aaron Baddeley,Sony Open in Hawaii,2018-11-14,2018,2,-1.5,-1.78
Austin Cook,Sony Open in Hawaii,2018-11-14,2018,4,0.44,1.5
Andrew Landry,Sony Open in Hawaii,2018-11-14,2018,2,-0.82,-2.28
Andrew Putnam,Sony Open in Hawaii,2018-11-14,2018,4,-0.59,-1
Adam Schenk,Sony Open in Hawaii,2018-11-14,2018,4,0.68,0.75
Aaron Wise,Sony Open in Hawaii,2018-11-14,2018,2,0.09,-1.78
Blayne Barber,Sony Open in Hawaii,2018-11-14,2018,4,0.13,-0.75
Bronson Burgoon,Sony Open in Hawaii,2018-11-14,2018,2,0.42,-2.78
Brice Garnett,Sony Open in Hawaii,2018-11-14,2018,2,-0.99,-2.28
Brian Gay,Sony Open in Hawaii,2018-11-14,2018,4,-0.51,0
Bill Haas,Sony Open in Hawaii,2018-11-14,2018,2,-1.93,-1.28
Brandon Harkins,Sony Open in Hawaii,2018-11-14,2018,4,1.68,1.25
Brian Harman,Sony Open in Hawaii,2018-11-14,2018,4,1.43,2.5
Beau Hossler,Sony Open in Hawaii,2018-11-14,2018,2,-0.2,-1.78
Ben Martin,Sony Open in Hawaii,2018-11-14,2018,4,0.87,2.25
Benjamin Silverman,Sony Open in Hawaii,2018-11-14,2018,2,-0.36,-0.78
Brett Stegmaier,Sony Open in Hawaii,2018-11-14,2018,2,1.62,-0.28
Brian Stuard,Sony Open in Hawaii,2018-11-14,2018,4,1.85,2.5
Chad Campbell,Sony Open in Hawaii,2018-11-14,2018,2,-1.72,-2.78
Corey Conners,Sony Open in Hawaii,2018-11-14,2018,4,1.46,0.75
Cody Gribble,Sony Open in Hawaii,2018-11-14,2018,2,0.29,-2.78
Charles Howell III,Sony Open in Hawaii,2018-11-14,2018,4,-0.5,1
Chris Kirk,Sony Open in Hawaii,2018-11-14,2018,4,0.09,2
Colt Knost,Sony Open in Hawaii,2018-11-14,2018,4,-0.79,-1
Chez Reavie,Sony Open in Hawaii,2018-11-14,2018,4,-1.14,1.5
Cameron Smith,Sony Open in Hawaii,2018-11-14,2018,4,0.81,1.5
Chris Stroud,Sony Open in Hawaii,2018-11-14,2018,2,0.8,-1.28
Cameron Tringale,Sony Open in Hawaii,2018-11-14,2018,2,-0.7,-3.78
Daniel Berger,Sony Open in Hawaii,2018-11-14,2018,4,0.5,1.75
Dominic Bozzelli,Sony Open in Hawaii,2018-11-14,2018,4,0.54,0.75
Danny Lee,Sony Open in Hawaii,2018-11-14,2018,2,-1.48,-2.28
D.A. Points,Sony Open in Hawaii,2018-11-14,2018,4,0.09,-1.25
Emiliano Grillo,Sony Open in Hawaii,2018-11-14,2018,4,0.05,0.5
Fabian Gomez,Sony Open in Hawaii,2018-11-14,2018,2,0.84,-0.28
Greg Chalmers,Sony Open in Hawaii,2018-11-14,2018,2,0.46,-0.78
Gary Woodland,Sony Open in Hawaii,2018-11-14,2018,4,0.92,2.25
Harris English,Sony Open in Hawaii,2018-11-14,2018,4,0.56,-0.25
Hudson Swafford,Sony Open in Hawaii,2018-11-14,2018,4,-0.52,0.25
Harold Varner III,Sony Open in Hawaii,2018-11-14,2018,2,-0.01,-1.78
Jonas Blixt,Sony Open in Hawaii,2018-11-14,2018,2,-0.07,-1.78
Jonathan Byrd,Sony Open in Hawaii,2018-11-14,2018,4,0.81,1.25
Joel Dahmen,Sony Open in Hawaii,2018-11-14,2018,4,-0.48,-1.25
Jason Dufner,Sony Open in Hawaii,2018-11-14,2018,4,0.86,1.5
James Hahn,Sony Open in Hawaii,2018-11-14,2018,4,0.89,3
J.J. Henry,Sony Open in Hawaii,2018-11-14,2018,2,-1.97,-2.28
Jim Herman,Sony Open in Hawaii,2018-11-14,2018,2,1.33,-1.28
John Huh,Sony Open in Hawaii,2018-11-14,2018,2,-1.71,-2.28
Jerry Kelly,Sony Open in Hawaii,2018-11-14,2018,4,-0.87,1.75
Jason Kokrak,Sony Open in Hawaii,2018-11-14,2018,4,0.39,0.5
Jamie Lovemark,Sony Open in Hawaii,2018-11-14,2018,2,1.22,-0.28
Ted Potter Jr.,Sony Open in Hawaii,2018-11-14,2018,2,-0.85,-1.78
Jonathan Randolph,Sony Open in Hawaii,2018-11-14,2018,4,0.19,0.75
J.J. Spaun,Sony Open in Hawaii,2018-11-14,2018,4,-0.4,0.5
Jordan Spieth,Sony Open in Hawaii,2018-11-14,2018,4,-0.41,1.5
Justin Thomas,Sony Open in Hawaii,2018-11-14,2018,4,0.04,1.75
Jimmy Walker,Sony Open in Hawaii,2018-11-14,2018,2,-0.37,-0.78
Keegan Bradley,Sony Open in Hawaii,2018-11-14,2018,4,-0.86,0.75
K.J. Choi,Sony Open in Hawaii,2018-11-14,2018,2,2,-0.78
Kevin Kisner,Sony Open in Hawaii,2018-11-14,2018,4,1.3,1.25
Kelly Kraft,Sony Open in Hawaii,2018-11-14,2018,2,1.44,-0.28
Keith Mitchell,Sony Open in Hawaii,2018-11-14,2018,4,-0.16,1.25
Kevin Na,Sony Open in Hawaii,2018-11-14,2018,2,-3.79,-1.78
Kyle Stanley,Sony Open in Hawaii,2018-11-14,2018,4,1.51,2
Kevin Tway,Sony Open in Hawaii,2018-11-14,2018,4,-0.92,-1
Luke Donald,Sony Open in Hawaii,2018-11-14,2018,2,-1.02,-0.28
Lanto Griffin,Sony Open in Hawaii,2018-11-14,2018,4,0.82,0
Luke List,Sony Open in Hawaii,2018-11-14,2018,2,-1.39,-1.28
Matt Every,Sony Open in Hawaii,2018-11-14,2018,4,0.17,-1.5
Morgan Hoffmann,Sony Open in Hawaii,2018-11-14,2018,2,-1.46,-0.78
Mackenzie Hughes,Sony Open in Hawaii,2018-11-14,2018,2,-1.11,-0.78
Matt Jones,Sony Open in Hawaii,2018-11-14,2018,4,0.98,0.75
Michael Kim,Sony Open in Hawaii,2018-11-14,2018,2,-2.09,-3.28
Marc Leishman,Sony Open in Hawaii,2018-11-14,2018,4,0.16,0.5
Martin Piller,Sony Open in Hawaii,2018-11-14,2018,2,0.46,-1.78
Michael Thompson,Sony Open in Hawaii,2018-11-14,2018,2,-1.76,-4.78
Mark Wilson,Sony Open in Hawaii,2018-11-14,2018,2,0.33,-1.28
Nate Lashley,Sony Open in Hawaii,2018-11-14,2018,4,0.37,0.75
Nicholas Lindheim,Sony Open in Hawaii,2018-11-14,2018,4,1.15,1
Ollie Schniederjans,Sony Open in Hawaii,2018-11-14,2018,4,0.72,2.25
Omar Uresti,Sony Open in Hawaii,2018-11-14,2018,2,-1.84,-3.28
Patton Kizzire,Sony Open in Hawaii,2018-11-14,2018,4,1.71,3
Peter Malnati,Sony Open in Hawaii,2018-11-14,2018,2,1.47,-0.78
Patrick Rodgers,Sony Open in Hawaii,2018-11-14,2018,1,-1.35,-4.79
Peter Uihlein,Sony Open in Hawaii,2018-11-14,2018,2,-1.29,-1.28
Ryan Armour,Sony Open in Hawaii,2018-11-14,2018,4,-0.48,0.75
Ricky Barnes,Sony Open in Hawaii,2018-11-14,2018,2,-0.12,-1.28
Ryan Blaum,Sony Open in Hawaii,2018-11-14,2018,4,-0.03,2
Roberto Diaz,Sony Open in Hawaii,2018-11-14,2018,4,0.57,0.5
Russell Henley,Sony Open in Hawaii,2018-11-14,2018,2,0.36,-0.28
Russell Knox,Sony Open in Hawaii,2018-11-14,2018,4,0.27,2
Rob Oppenheim,Sony Open in Hawaii,2018-11-14,2018,2,0.83,-0.28
Ryan Palmer,Sony Open in Hawaii,2018-11-14,2018,4,-1.1,0
Rory Sabbatini,Sony Open in Hawaii,2018-11-14,2018,4,-0.34,1
Robert Streb,Sony Open in Hawaii,2018-11-14,2018,2,-1.05,-1.78
Richy Werenski,Sony Open in Hawaii,2018-11-14,2018,2,-0.39,-3.28
Sang-Moon Bae,Sony Open in Hawaii,2018-11-14,2018,2,-1.44,-0.28
Scott Brown,Sony Open in Hawaii,2018-11-14,2018,4,0.04,-0.5
Stewart Cink,Sony Open in Hawaii,2018-11-14,2018,4,-0.08,1
Shugo Imahira,Sony Open in Hawaii,2018-11-14,2018,4,0.45,0.25
Stephan Jaeger,Sony Open in Hawaii,2018-11-14,2018,4,-0.67,0.25
Smylie Kaufman,Sony Open in Hawaii,2018-11-14,2018,2,-1.4,-1.78
Si Woo Kim,Sony Open in Hawaii,2018-11-14,2018,4,-0.9,0
Satoshi Kodaira,Sony Open in Hawaii,2018-11-14,2018,2,-1.33,-5.78
Sean O'Hair,Sony Open in Hawaii,2018-11-14,2018,2,-1.35,-1.28
Scott Piercy,Sony Open in Hawaii,2018-11-14,2018,4,-1.09,1.25
Seamus Power,Sony Open in Hawaii,2018-11-14,2018,4,0.43,0.25
Sam Ryder,Sony Open in Hawaii,2018-11-14,2018,4,-0.43,0
Sam Saunders,Sony Open in Hawaii,2018-11-14,2018,4,0.12,1.25
Tyler Duncan,Sony Open in Hawaii,2018-11-14,2018,2,-2.2,-2.78
Tony Finau,Sony Open in Hawaii,2018-11-14,2018,4,0.65,1
Talor Gooch,Sony Open in Hawaii,2018-11-14,2018,4,1.33,1.5
Tom Hoge,Sony Open in Hawaii,2018-11-14,2018,4,0.48,2.75
Tom Lovelady,Sony Open in Hawaii,2018-11-14,2018,2,-0.3,-1.28
Troy Merritt,Sony Open in Hawaii,2018-11-14,2018,2,-1.68,-1.28
Tyrone Van Aswegen,Sony Open in Hawaii,2018-11-14,2018,4,0.53,0
Vijay Singh,Sony Open in Hawaii,2018-11-14,2018,2,-1.34,-0.78
Vaughn Taylor,Sony Open in Hawaii,2018-11-14,2018,4,0.04,-1.75
Wesley Bryan,Sony Open in Hawaii,2018-11-14,2018,4,2.01,1
Whee Kim,Sony Open in Hawaii,2018-11-14,2018,2,0.05,-4.28
William McGirt,Sony Open in Hawaii,2018-11-14,2018,4,-0.87,-0.5
Webb Simpson,Sony Open in Hawaii,2018-11-14,2018,4,1.14,2.5
Xander Schauffele,Sony Open in Hawaii,2018-11-14,2018,4,0.28,1
Xinjun Zhang,Sony Open in Hawaii,2018-11-14,2018,4,0.84,1.25
Zecheng Dou,Sony Open in Hawaii,2018-11-14,2018,2,-3.19,-3.28
Zach Johnson,Sony Open in Hawaii,2018-11-14,2018,4,0.19,1.75
Anders Albertson,Shriners Hospital for Children Open,2018-11-04,2019,4,0.98,0.97
Abraham Ancer,Shriners Hospital for Children Open,2018-11-04,2019,4,1.69,2.47
Alex Cejka,Shriners Hospital for Children Open,2018-11-04,2019,2,0.64,-1.76
Austin Cook,Shriners Hospital for Children Open,2018-11-04,2019,2,-0.57,-1.76
Anirban Lahiri,Shriners Hospital for Children Open,2018-11-04,2019,2,-0.11,-0.26
Alex Prugh,Shriners Hospital for Children Open,2018-11-04,2019,4,-1.39,-0.28
Adam Schenk,Shriners Hospital for Children Open,2018-11-04,2019,2,0.57,-0.26
Adam Svensson,Shriners Hospital for Children Open,2018-11-04,2019,2,0.39,-0.76
Aaron Wise,Shriners Hospital for Children Open,2018-11-04,2019,4,0.23,1.47
